testing_set_index	precision	recall	F1	MCC	AUC	fungal_FP	protist_FP	bacterial_FP	viral_FN	toolcombo	numtools
3	0.5920461834509301	0.923	0.7213755373192653	0.703404622257975	0.9549	0	388	6012	77	1 0 0 0 1 1	3
8	0.7182425978987583	0.752	0.734733756717147	0.7034459065261159	0.9772	0	0	6214	248	1 0 1 1 0 0	3
4	0.6863596872284969	0.79	0.7345420734542074	0.7035542584301302	0.9694	0	0	6135	210	1 0 1 1 1 0	4
3	0.6833046471600689	0.794	0.7345050878815912	0.7036880952699428	0.9703	0	499	6149	206	1 0 1 1 1 0	4
5	0.7126760563380282	0.759	0.7351089588377725	0.7037775066926183	0.9732	0	475	6221	241	0 0 1 1 1 1	4
10	0.5975212002609263	0.916	0.7232530596131069	0.7041652452515215	0.956	161	388	6029	84	1 0 0 0 0 1	2
1	0.7072945521698984	0.766	0.7354776764282286	0.7041710197351939	0.9725	173	375	6284	234	1 1 1 0 0 1	4
2	0.6838487972508591	0.796	0.7356746765249538	0.70497654790712	0.971	0	0	6152	204	1 0 1 1 1 0	4
4	0.6072629455279085	0.903	0.7261761158021713	0.7052090399860347	0.9533	170	391	6037	97	1 0 0 0 0 1	2
4	0.5752105896510229	0.956	0.7182569496619085	0.7057076848717316	0.9616	170	391	5950	44	1 0 0 1 1 1	4
8	0.5752105896510229	0.956	0.7182569496619085	0.7057119388103655	0.9633	0	391	5965	44	1 0 0 1 1 1	4
10	0.5836431226765799	0.942	0.720734506503443	0.705756546475846	0.9568	161	388	5979	58	1 0 0 0 1 1	3
6	0.5917197452229299	0.929	0.7229571984435798	0.7057977809398666	0.9546	153	390	5998	71	1 0 0 0 1 1	3
6	0.6409295352323838	0.855	0.7326478149100256	0.7059550957522894	0.9734	154	427	6101	145	1 1 1 0 1 1	5
2	0.6416228399699474	0.854	0.7327327327327328	0.7059677531280758	0.9689	156	435	6110	146	1 1 1 1 1 0	5
7	0.6937334510150044	0.786	0.7369901547116737	0.706114320770706	0.9033	168	403	6260	214	0 0 0 1 0 1	2
3	0.6442089326267979	0.851	0.7333046100818613	0.7063317832698934	0.9677	163	431	6119	149	1 1 1 1 1 0	5
8	0.6605577689243027	0.829	0.7352549889135255	0.7064616340193557	0.97	160	433	6163	171	1 1 1 0 1 0	4
4	0.6998207885304659	0.781	0.7381852551984879	0.7073252131805555	0.9303	0	0	6162	219	1 0 0 0 0 0	1
2	0.6105476673427992	0.903	0.72851956434046	0.7075178066289537	0.9572	0	395	6062	97	1 0 0 0 0 1	2
1	0.6961913197519929	0.786	0.7383748238609675	0.7076483879258777	0.9709	0	427	6210	214	0 1 1 1 1 1	5
1	0.707227813357731	0.773	0.7386526516961299	0.7077503477927626	0.9726	0	0	6173	227	1 0 1 0 1 0	3
5	0.5792349726775956	0.954	0.7208160181337363	0.707851906938925	0.9615	161	390	5977	46	1 0 0 1 1 1	4
5	0.7212178877259753	0.758	0.7391516333495857	0.7083662869438315	0.9773	0	0	6217	242	1 0 1 1 0 0	3
9	0.5989617131732641	0.923	0.7264856355765447	0.7083853290252906	0.9506	0	389	6003	77	1 0 0 0 1 1	3
1	0.5965250965250966	0.927	0.725920125293657	0.7084731899568742	0.956	173	391	6000	73	1 0 0 0 1 1	3
9	0.6907037358818419	0.795	0.7391910739191074	0.7087744649817208	0.9697	0	0	6139	205	1 0 1 1 1 0	4
7	0.7419354838709677	0.736	0.7389558232931728	0.7088499716590446	0.9781	0	0	6240	264	1 0 1 1 0 0	3
4	0.69734513274336285	0.788	0.7399061032863851	0.7093749145367556	0.971	170	376	6272	212	1 1 1 0 0 1	4
7	0.7221693625118935	0.759	0.7401267674305217	0.7094507735453663	0.9745	0	475	6228	241	0 0 1 1 1 1	4
5	0.7094408799266728	0.774	0.7403156384505023	0.7096091118334129	0.9742	0	0	6197	226	1 0 1 0 1 0	3
9	0.6154371584699454	0.901	0.7313311688311689	0.7100648727942616	0.9511	0	390	6053	99	1 0 0 0 0 1	2
6	0.7005347593582888	0.786	0.7408105560791705	0.7102721379061827	0.9	154	404	6264	214	0 0 0 1 0 1	2
7	0.6940559440559441	0.794	0.7406716417910448	0.710381651982971	0.9727	0	0	6160	206	1 0 1 1 1 0	4
2	0.725790987535954	0.757	0.741067058247675	0.7105288346914637	0.9724	0	477	6242	243	0 0 1 1 1 1	4
1	0.5856966707768188	0.95	0.7246376811594203	0.7108988708511721	0.9634	173	391	5967	50	1 0 0 1 1 1	4
9	0.8656509695290858	0.625	0.7259001161440185	0.7109435628604145	0.976	0	476	6405	375	0 0 1 1 0 1	3
6	0.680637049455155	0.812	0.7405380756953944	0.7109487774182589	0.9705	0	496	6130	188	1 1 1 1 1 0	5
6	0.7469512195121951	0.735	0.7409274193548386	0.7111612300073061	0.975	154	427	6312	265	1 1 1 0 0 1	4
3	0.6306370794559771	0.881	0.7350855235711306	0.7113832659784297	0.9697	163	373	6128	119	1 1 1 0 1 1	5
8	0.7177570093457943	0.768	0.7420289855072464	0.7115221533412912	0.9737	0	475	6225	232	0 0 1 1 1 1	4
6	0.7525773195876289	0.73	0.7411167512690355	0.7116855730213855	0.9758	0	488	6260	270	0 0 1 1 1 1	4
1	0.7078039927404719	0.78	0.7421503330161751	0.711711960700165	0.9374	0	0	6175	220	1 0 0 0 0 0	1
5	0.6632329635499208	0.837	0.7400530503978779	0.7121307982390523	0.9302	0	498	6103	163	1 0 0 0 1 0	2
5	0.853887399463807	0.637	0.7296678121420389	0.7124870268990335	0.9774	0	475	6405	363	0 0 1 1 0 1	3
6	0.688622754491018	0.805	0.7422775472568004	0.7124929383007161	0.9354	0	499	6144	195	1 0 0 1 0 0	2
4	0.6222222222222222	0.896	0.7344262295081968	0.7125427576399471	0.9696	170	376	6086	104	1 1 1 0 1 1	5
3	0.6855932203389831	0.809	0.7422018348623853	0.712674622137522	0.9362	0	499	6156	191	1 0 0 1 0 0	2
3	0.601294498381877	0.929	0.7300589390962671	0.7128842203225537	0.9628	0	389	6032	71	1 0 0 1 0 1	3
8	0.7073170731707317	0.783	0.743236829615567	0.7129549892439683	0.9729	0	0	6190	217	1 0 1 0 1 0	3
8	0.6583657587548638	0.846	0.7404814004376368	0.7133193988912859	0.9412	0	0	6092	154	1 0 0 0 1 0	2
10	0.6820083682008368	0.815	0.7425968109339408	0.713370266072408	0.9317	162	0	6146	185	1 0 0 1 0 0	2
9	0.7022222222222222	0.79	0.7435294117647058	0.7133845710172961	0.9347	0	0	6161	210	1 0 0 0 0 0	1
7	0.7032085561497327	0.789	0.7436380772855796	0.7135032694048685	0.9325	0	0	6181	211	1 0 0 0 0 0	1
10	0.5991019884541373	0.934	0.7299726455646737	0.7135318707601329	0.9592	161	388	6023	66	1 0 0 1 0 1	3
2	0.8674033149171271	0.628	0.728538283062645	0.7136427085143421	0.9766	0	477	6414	372	0 0 1 1 0 1	3
9	0.7048300536672629	0.788	0.7440982058545799	0.7139674147931996	0.972	160	375	6282	212	1 1 1 0 0 1	4
9	0.6272855133614628	0.892	0.7365813377374072	0.7141790871190843	0.9703	160	375	6097	108	1 1 1 0 1 1	5
7	0.6219765031098825	0.9	0.7355946056395586	0.7142352142002536	0.9722	167	375	6096	100	1 1 1 0 1 1	5
1	0.6240444753300903	0.898	0.7363673636736368	0.714763531481184	0.9527	173	391	6077	102	1 0 0 0 0 1	2
3	0.7459839357429718	0.743	0.7444889779559118	0.7149804233186299	0.9775	0	437	6309	257	1 0 1 0 0 1	3
7	0.6156439649359406	0.913	0.7354007249295207	0.7158044926390116	0.9577	168	390	6067	87	1 0 0 0 0 1	2
2	0.5996168582375478	0.939	0.7318784099766172	0.7161577130683828	0.9581	0	394	6018	61	1 0 0 0 1 1	3
3	0.6348637015781923	0.885	0.7393483709273183	0.7161891364103027	0.9749	163	373	6134	115	1 1 1 1 0 1	5
7	0.586333129957291	0.961	0.7283061765820386	0.7163066623289085	0.9655	168	390	5977	39	1 0 0 1 1 1	4
8	0.6522727272727272	0.861	0.7422413793103448	0.7165288532512342	0.9702	160	433	6132	139	1 1 1 1 1 0	5
1	0.631467044649185	0.891	0.7391124014931565	0.716650402291017	0.9719	173	375	6104	109	1 1 1 0 1 1	5
4	0.5984752223634053	0.942	0.7319347319347319	0.7167193268945842	0.9561	170	391	5995	58	1 0 0 0 1 1	3
5	0.6212328767123287	0.907	0.7373983739837398	0.7169844515898153	0.9527	162	391	6085	93	1 0 0 0 0 1	2
7	0.5987301587301588	0.943	0.7324271844660195	0.71735696298111	0.9606	168	390	6010	57	1 0 0 0 1 1	3
1	0.8868194842406877	0.619	0.7290930506478209	0.7175104734758994	0.9786	0	474	6415	381	0 0 1 1 0 1	3
4	0.8727524204702628	0.631	0.7324434126523505	0.7181275946588878	0.975	171	475	6409	369	0 0 1 1 0 1	3
10	0.6189830508474576	0.913	0.7377777777777778	0.7181760887917517	0.9729	0	375	6084	87	1 1 1 0 1 1	5
5	0.6057068741893644	0.934	0.7348544453186466	0.7183465402377874	0.9567	162	390	6037	66	1 0 0 0 1 1	3
1	0.716376944190302	0.783	0.7482083134257047	0.7184813843286649	0.901	0	405	6277	217	0 0 0 1 0 1	2
5	0.6592307692307692	0.857	0.7452173913043479	0.7192363564801177	0.9703	161	435	6142	143	1 1 1 1 1 0	5
2	0.7103139013452915	0.792	0.7489361702127659	0.7193851356194573	0.9745	156	377	6296	208	1 1 1 0 0 1	4
10	0.697754749568221	0.808	0.7488415199258573	0.7197882069713628	0.9745	0	375	6272	192	1 1 1 0 0 1	4
10	0.6149233844103931	0.923	0.7381047580967613	0.7199172838148482	0.9729	0	375	6069	77	1 1 1 1 1 1	6
8	0.8680272108843538	0.638	0.7354466858789626	0.7201010161532314	0.9776	0	475	6415	362	0 0 1 1 0 1	3
1	0.7058303886925795	0.799	0.7495309568480302	0.720244954353978	0.9764	173	434	6220	201	1 1 1 1 0 0	4
5	0.6343019135364989	0.895	0.742430526752385	0.7204967609582572	0.9737	161	377	6126	105	1 1 1 0 1 1	5
2	0.6257753273604411	0.908	0.740922072623419	0.7206142695387278	0.9734	156	377	6103	92	1 1 1 0 1 1	5
3	0.6211812627291242	0.915	0.7399919126566923	0.7206985047297414	0.972	163	373	6089	85	1 1 1 1 1 1	6
4	0.6188552188552189	0.919	0.7396378269617707	0.720873701243686	0.9722	170	376	6065	81	1 1 1 1 1 1	6
9	0.6397694524495677	0.888	0.7437185929648242	0.7209268712649313	0.9762	160	375	6123	112	1 1 1 1 0 1	5
2	0.6895973154362416	0.822	0.7499999999999999	0.7216722177536767	0.9435	0	0	6156	178	1 0 0 1 0 0	2
8	0.603448275862069	0.945	0.7365549493374903	0.7217287688465769	0.9598	0	391	6027	55	1 0 0 0 1 1	3
8	0.694468085106383	0.816	0.7503448275862069	0.7217717613526502	0.9725	0	0	6158	184	1 0 1 1 1 0	4
1	0.6617873651771957	0.859	0.7476066144473456	0.7219081678133097	0.9721	173	434	6124	141	1 1 1 1 1 0	5
5	0.7079646017699115	0.8	0.7511737089201878	0.7220709930095652	0.9287	0	499	6188	200	1 0 0 0 0 0	1
6	0.6752205292702486	0.842	0.7494437027147307	0.722352459774735	0.9776	0	477	6119	158	1 0 1 0 1 1	4
9	0.6120576671035387	0.934	0.7395091053048297	0.7229066286888819	0.9611	0	390	6029	66	1 0 0 1 0 1	3
8	0.705161854768154	0.806	0.7522165188987401	0.7233968401228467	0.9418	0	0	6183	194	1 0 0 0 0 0	1
7	0.7084805653710248	0.802	0.7523452157598499	0.7234049373693958	0.9738	167	375	6289	198	1 1 1 0 0 1	4
6	0.6105331599479844	0.939	0.7399527186761229	0.7240753989451303	0.9647	153	391	6033	61	1 0 0 1 0 1	3
1	0.7453476983349657	0.761	0.7530925284512618	0.7242088931151341	0.9752	0	474	6244	239	0 0 1 1 1 1	4
4	0.6094559585492227	0.941	0.7397798742138365	0.7242673869961307	0.9627	170	391	6024	59	1 0 0 1 0 1	3
10	0.6661490683229814	0.858	0.75	0.7242977685920108	0.9753	0	375	6203	142	1 1 1 1 0 1	5
7	0.8743169398907104	0.64	0.7390300230946882	0.7244170386309544	0.9787	0	475	6412	360	0 0 1 1 0 1	3
1	0.7622950819672131	0.744	0.7530364372469635	0.7248830567719576	0.9793	0	0	6252	256	1 0 1 1 0 0	3
4	0.6406585540443808	0.895	0.7467667918231121	0.7248832918277935	0.9756	170	376	6121	105	1 1 1 1 0 1	5
8	0.6241519674355496	0.92	0.7437348423605498	0.7250995882645832	0.9578	0	391	6088	80	1 0 0 0 0 1	2
4	0.6583522297808012	0.871	0.7498923805424019	0.7254214356636824	0.9743	171	440	6107	129	1 0 1 0 1 1	4
2	0.61049902786779	0.942	0.7408572552103814	0.7254504523593786	0.9661	0	395	6041	58	1 0 0 1 0 1	3
9	0.626193724420191	0.918	0.7445255474452556	0.7255802379974847	0.9723	160	375	6079	82	1 1 1 1 1 1	6
7	0.6210596914822267	0.926	0.7434765154556403	0.725683793189405	0.9749	167	375	6080	74	1 1 1 1 1 1	6
2	0.6187624750499002	0.93	0.743108270075909	0.7258703892760529	0.9746	156	377	6074	70	1 1 1 1 1 1	6
2	0.6429597701149425	0.895	0.7483277591973244	0.7264358576682441	0.9779	156	377	6145	105	1 1 1 1 0 1	5
5	0.7037996545768567	0.815	0.7553290083410564	0.727121353274733	0.9729	0	0	6172	185	1 0 1 1 1 0	4
6	0.6436781609195402	0.896	0.7491638795986622	0.7273813061704864	0.976	154	427	6086	104	1 1 1 1 1 1	6
1	0.7069565217391305	0.813	0.7562790697674419	0.7280778744320786	0.9743	0	0	6156	187	1 0 1 1 1 0	4
3	0.6684740511231604	0.863	0.7533828022697513	0.7283030330051605	0.9747	0	437	6150	137	1 0 1 0 1 1	4
8	0.7128975265017667	0.807	0.7570356472795496	0.72869645645344	0.9737	160	374	6298	193	1 1 1 0 0 1	4
9	0.696969696969697	0.828	0.7568555758683729	0.7293598577227804	0.9422	0	0	6141	172	1 0 0 1 0 0	2
5	0.7127753303964758	0.809	0.7578454332552693	0.7296437883896163	0.9746	161	377	6294	191	1 1 1 0 0 1	4
4	0.7562189054726368	0.76	0.7581047381546135	0.7300032239437277	0.9776	171	440	6298	240	1 0 1 0 0 1	3
8	0.6368715083798883	0.912	0.75	0.7302877744047352	0.9729	160	374	6129	88	1 1 1 0 1 1	5
6	0.6742364917776038	0.861	0.756258234519104	0.7310419570459954	0.9792	154	427	6160	139	1 1 1 1 0 1	5
4	0.6999154691462384	0.828	0.7585890975721483	0.7312464580781612	0.9385	0	0	6148	172	1 0 0 1 0 0	2
7	0.700168918918919	0.829	0.7591575091575091	0.7319063242424929	0.9448	0	0	6165	171	1 0 0 1 0 0	2
8	0.6479481641468683	0.9	0.7534533277521976	0.732267837130492	0.9777	160	374	6155	100	1 1 1 1 0 1	5
1	0.63262508567512	0.923	0.7507116714111429	0.7324787038444684	0.9758	173	375	6088	77	1 1 1 1 1 1	6
7	0.6163849154746424	0.948	0.7470449172576832	0.7324891893111075	0.9697	168	390	6054	52	1 0 0 1 0 1	3
5	0.6473118279569893	0.903	0.754070981210856	0.7332564119863737	0.9779	161	377	6147	97	1 1 1 1 0 1	5
8	0.6196721311475409	0.945	0.7485148514851485	0.7334834499633585	0.9661	0	391	6065	55	1 0 0 1 0 1	3
1	0.771047227926078	0.751	0.7608915906788246	0.7336800072566886	0.9791	0	439	6311	249	1 0 1 0 0 1	3
9	0.6664133738601824	0.877	0.7573402417962004	0.733683017569354	0.9747	0	439	6118	123	1 0 1 0 1 1	4
7	0.6639035418236624	0.881	0.7571981091534163	0.7339634939154204	0.9769	0	440	6124	119	1 0 1 0 1 1	4
3	0.67578125	0.865	0.7587719298245614	0.7340936429813408	0.9796	0	437	6161	135	1 0 1 1 0 1	4
5	0.6197643979057592	0.947	0.7492088607594938	0.7344717850911665	0.9645	161	391	6063	53	1 0 0 1 0 1	3
4	0.654014598540146	0.896	0.7561181434599157	0.7345005720058895	0.9748	171	440	6086	104	1 0 1 1 1 1	5
1	0.6277665995975855	0.936	0.7515054195102369	0.7351050840237867	0.9659	173	391	6067	64	1 0 0 1 0 1	3
5	0.6334470989761092	0.928	0.7529411764705882	0.73539047496497	0.9749	161	377	6106	72	1 1 1 1 1 1	6
1	0.709372312983663	0.825	0.7628294036061027	0.7356780694999222	0.9495	0	0	6163	175	1 0 0 1 0 0	2
8	0.6994991652754591	0.838	0.7625113739763422	0.7360110643438313	0.9477	0	0	6164	162	1 0 0 1 0 0	2
5	0.671527244819647	0.875	0.7598784194528876	0.7361401645860761	0.9783	0	440	6146	125	1 0 1 0 1 1	4
2	0.6651617757712566	0.884	0.7591240875912408	0.7362300500868284	0.9779	0	443	6132	116	1 0 1 0 1 1	4
8	0.6294552790854069	0.936	0.7527141133896261	0.7362998466339155	0.9748	160	374	6100	64	1 1 1 1 1 1	6
3	0.6559532505478451	0.898	0.7581257914731955	0.7368039492656714	0.975	0	437	6110	102	1 0 1 1 1 1	5
1	0.6720306513409962	0.877	0.7609544468546637	0.7374502688665688	0.9766	0	439	6127	123	1 0 1 0 1 1	4
7	0.6588235294117647	0.896	0.7593220338983051	0.7377615086214273	0.9784	167	375	6168	104	1 1 1 1 0 1	5
10	0.6605301914580265	0.897	0.7608142493638677	0.7393965089054102	0.9776	0	439	6114	103	1 0 1 0 1 1	4
2	0.6553468208092486	0.907	0.7609060402684564	0.7406308293290016	0.9771	0	443	6102	93	1 0 1 1 1 1	5
10	0.6553468208092486	0.907	0.7609060402684564	0.7406558479349331	0.9766	0	439	6099	93	1 0 1 1 1 1	5
4	0.6823529411764706	0.87	0.7648351648351649	0.740826062237313	0.9798	171	440	6147	130	1 0 1 1 0 1	4
1	0.6699321778447627	0.889	0.7640739149119038	0.7418745867093783	0.9783	173	375	6177	111	1 1 1 1 0 1	5
9	0.7658730158730159	0.772	0.7689243027888447	0.7420179672603539	0.9784	0	439	6306	228	1 0 1 0 0 1	3
9	0.6836335160532498	0.873	0.766798418972332	0.7431127667960111	0.9802	0	439	6148	127	1 0 1 1 0 1	4
5	0.703150912106136	0.848	0.7688123300090662	0.7433441525347404	0.9405	162	499	6166	152	1 0 0 1 0 0	2
6	0.8200455580865603	0.72	0.7667731629392971	0.74358258181482	0.9811	0	477	6346	280	1 0 1 0 0 1	3
6	0.6771472392638037	0.883	0.7664930555555556	0.7437053686929576	0.9783	0	477	6105	117	1 0 1 1 1 1	5
7	0.6610787172011662	0.907	0.7647554806070825	0.7445606946506423	0.9777	0	440	6107	93	1 0 1 1 1 1	5
9	0.6632428466617755	0.904	0.7651290732120185	0.7445700939843137	0.9747	0	439	6099	96	1 0 1 1 1 1	5
2	0.7786802030456853	0.767	0.7727959697732998	0.7466958722290284	0.9811	0	443	6333	233	1 0 1 0 0 1	3
2	0.6907216494845361	0.871	0.7704555506413091	0.7467526710613804	0.982	0	443	6183	129	1 0 1 1 0 1	4
5	0.6686303387334315	0.908	0.7701441899915182	0.750162003219012	0.9775	0	440	6125	92	1 0 1 1 1 1	5
5	0.6890625	0.882	0.7736842105263158	0.7511140973286041	0.9821	0	440	6173	118	1 0 1 1 0 1	4
7	0.7714285714285715	0.783	0.7771712158808933	0.7511622561298885	0.9805	0	440	6314	217	1 0 1 0 0 1	3
8	0.6793025018953753	0.896	0.77274687365243655	0.7515120304848534	0.9776	0	441	6152	104	1 0 1 0 1 1	4
1	0.6713441654357459	0.909	0.772302463891249	0.7524769987500147	0.9784	0	439	6110	91	1 0 1 1 1 1	5
6	0.7206132879045997	0.846	0.7782888684452622	0.7533076998177093	0.9829	0	477	6191	154	1 0 1 1 0 1	4
10	0.7272727272727273	0.84	0.7795823665893271	0.7544494048010396	0.9807	0	439	6248	160	1 0 1 1 0 1	4
10	0.7707317073170732	0.79	0.780246913580247	0.754503563224633	0.9811	0	439	6317	210	1 0 1 0 0 1	3
5	0.7740667976424361	0.788	0.7809712586719523	0.7553818986336885	0.9812	0	440	6322	212	1 0 1 0 0 1	3
8	0.6686046511627907	0.92	0.7744107744107743	0.755905592894489	0.9772	0	441	6121	80	1 0 1 1 1 1	5
8	0.6958234830575256	0.883	0.7783164389598942	0.7560218440618958	0.9819	0	441	6184	117	1 0 1 1 0 1	4
8	0.781404549950544	0.79	0.7856787667826952	0.7607126264894256	0.9804	0	441	6327	210	1 0 1 0 0 1	3
7	0.7069243156199678	0.878	0.7832292595896521	0.7607272174874635	0.9827	0	440	6195	122	1 0 1 1 0 1	4
1	0.7175697865353038	0.874	0.7880973850315599	0.7655540017582598	0.9825	0	439	6204	126	1 0 1 1 0 1	4
